id,artist_genres,selected_genre,pop,rap,hip hop,dance,trap,rock,dance pop,latin,pop rap,reggaeton,country,house,contemporary,indie,latino,trap latino,post,alternative,edm,modern,teen,teen pop
10iesoGb4mCYTcur1QfdO9,francoton; rap marseille,rap,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0DlHQxrVijRqVUfuS6PKaY,funk carioca; funk das antigas; sertanejo pop; brazilian hip hop; funk carioca; trap brasileiro; funk carioca; funk pop; pagode baiano; pop nacional,trap,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2QtM6ZVLx13TBOO1iwmXYy,other,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27hFQQS3cVUmIK3ser5bpu,acoustic cover; viral pop,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1YcqYmviKagJ68DOmjSWQW,czsk hip hop; czsk hip hop; slovak hip hop,hip hop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1RvL7eHoeUolnQbWm2Hnba,colombian pop; latin; latin pop; reggaeton; reggaeton colombiano; trap latino,trap latino,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
6ArSQdZWckNt208EzsgUM5,melodic rap; rap; trap,trap,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1wRQqmZwiF4thdQ8N7FiNv,contemporary r&b; neo soul; quiet storm; r&b; urban contemporary,contemporary,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3T6Ee9B0GmoudhIPaHN8G1,turkish pop,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CgFFlhanq6n5yTlEoVesJ,latin; panamanian pop; reggaeton; trap latino; latin; reggaeton; reggaeton flow; trap argentino; trap latino,trap latino,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
5rgrBsAFYMun6yhtnLKRPz,kentucky hip hop; pop; pop rap; r&b; rap,pop rap,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6Xo0gpBZXA5p0W4SlADslW,japanese teen pop,teen pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4gChz67rTHfVzKCZAHsifM,latin; reggaeton; trap latino; latin; panamanian pop; reggaeton; trap latino; reggaeton; trap latino; latin; reggaeton; trap latino,trap latino,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
6ej1QJ8eIYmhsyTlvgDajy,contemporary country; country; country road,contemporary,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2CvOqDpQIMw69cCzWqr5yr,dance pop; pop; r&b,dance pop,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5I8XKgrFmCCxzWx72GCbZ9,belgian hip hop; vlaamse rap; belgian hip hop; vlaamse rap; west-vlaamse hip hop,hip hop,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20FZrLl9zSbO9b3DhaqO6M,atl hip hop; hip hop; pop rap; rap; southern hip hop; trap; underground hip hop; dance pop; pop; post-teen pop; dance pop; hip hop; pittsburgh rap; pop rap; rap; southern hip hop; trap; crunk; dirty south rap; gangster rap; hip hop; memphis hip hop; pop rap; rap; southern hip hop; trap,teen pop,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
0VtveFFXeALPfuaEXfJXbM,edm; pop; pop dance; tropical house; australian pop,edm,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
552oO8Cxm1VwsMH6Yeu5JK,other,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1YmF9PvLhIISIANoMLIYGq,east coast hip hop; hip hop; rap; trap,trap,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3uka6aKcEyoV0NTedtiLjy,metropopolis; neo-synthpop,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5KcuLISuSBnMFAPVhFnHr5,mariachi; nuevo regional mexicano; ranchera; regional mexican,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4BXkf6yww23Vdju7E1fUrn,contemporary country; country; country road; bluegrass; folk; lilith; mellow gold; progressive bluegrass,contemporary,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7BIy3EGQhg98CsRdKYHnJC,colombian pop; reggaeton colombiano,reggaeton,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3K10rfS9htjGuZ6K2g53Gd,alternative metal; hard alternative; post-grunge,alternative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12o6dxWGk29uIAP3OWY0pM,art pop; electropop; metropopolis; nz pop; pop,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7JR7pK9g6797vEIEPqtSD3,hopebeat; indie poptimism; modern rock; philly indie,modern,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1lT7zYqn3ilEBkbiFCauVD,contemporary country; country; country road; modern country rock,modern,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
6fcZNs8sOkLwMK2NPzfVWC,alternative dance; dance-punk; indie rock; jacksonville indie; new rave,alternative,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
688DZF6e1MH5Uf409dwaHm,alternative r&b; art pop; indie soul; uk alternative pop,alternative,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2TZ1apxMDlubCGMsOxcTbT,dance pop; pop; post-teen pop,teen pop,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
12GV2Wr4p1hBWQCrQcVsew,french hip hop; pop urbaine; rap conscient; rap francais; belgian hip hop; french hip hop; pop urbaine; rap belge; rap francais,hip hop,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6kls8cSlUyHW2BUOkDJIZE,dance pop; edm; electropop; indietronica; metropopolis; pop; uk pop; chicago rap; melodic rap,edm,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0dZpw3h6KZhcHec61qwevZ,pop rap; reggae fusion,pop rap,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2WZyfujzMweFLnozyUJBkW,acoustic pop; neo mellow; piano rock; pop rock,rock,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5JWuz7zukN8z9JLNm29U5K,contemporary country; country; country road; country rock; modern country rock,modern,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0SaYeGhSXN0dDWstyNTQ56,colombian pop; latin; reggaeton; trap latino; latin; reggaeton; reggaeton colombiano,trap latino,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
6AHMiWYo8lh9DuwKtBbnSL,other,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0g3gzf3ECMhM8E8vmbcTxz,latin afrobeat,latin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3iPbmpKBMflYd7UjdYftoj,k-pop; k-pop girl group,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0IBzvfDLFn9K39wMASeBiQ,latin; puerto rican pop; reggaeton; trap latino,trap latino,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
3FOV2CWRrMsvvl359VCgOC,german pop; schlager,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3jsWXhE5NuPWQ4IHplv2zt,k-pop,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7JIuqL4ZqkpfGKQhYlrirs,candy pop; pixie; pop emo; pop punk,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2lKbt5Xk2DwYQW4OV5uAr5,other,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25cUhiAod71TIQSNicOaW3,dance pop; pop; r&b; urban contemporary,contemporary,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4zQO0sjgTGDiVA2TriPBzI,other,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1tAutlhI9FwnKn7fVgmd5P,big room; dance pop; edm; pop; pop dance; pop rap; atl hip hop; contemporary r&b; dance pop; pop; r&b; south carolina hip hop; urban contemporary,edm,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
7JyKp6JViWdoGKPqsPefJo,other,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5o4yGlG0PfeVUa6ClIyOxq,art pop; candy pop; dance pop; electropop; metropopolis; pop; post-teen pop; uk pop,teen pop,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3ibKnFDaa3GhpPGlOUj7ff,contemporary r&b; dance pop; hip pop; pop; pop r&b; r&b; urban contemporary,contemporary,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34ob61cxp34Sf7KHK6RnSU,opm; pinoy hip hop; pinoy r&b; opm; pinoy hip hop; tagalog rap; pinoy hip hop; tagalog rap,hip hop,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22F01qwlQDpxjPN8UQFz8n,dirty south rap; gangster rap; pop rap; southern hip hop; contemporary r&b; neo soul; quiet storm; r&b; soul; urban contemporary,contemporary,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3nc420PXjTdBV5TN0gCFkS,dance pop; dutch edm; edm; electro house; pop; pop dance; progressive house; tropical house; pop; pop r&b,edm,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4Jg4Qp4byYVpJ5m5NpiLa9,danish hip hop; danish pop,hip hop,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6vFsBXYczYsP0H3lgunZOm,bubblegrunge; chicago indie; indie pop,indie,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3EIQofQf9NloNNmvg45MFE,indie pop; indie rock; indy indie,indie,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6baeV3RT4kpivo327DC3AM,j-pop; japanese singer-songwriter,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6KBj27Bko8gh71gpx0PzIG,j-pop; j-poprock; j-rock; japanese emo; visual kei,rock,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Hg89hDeCCUxG2w57pEOyq,israeli pop,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3UGIZ8qcrMTwzLbx6Kttqt,canadian pop; pop,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5EA06TsQmqmQXZiEhr1AaM,modern blues,modern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2sb6AZQLeoD3VgA4zglQB6,chinese indie; mandopop; taiwan indie; taiwan pop; taiwan singer-songwriter,indie,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6eSU1exzDvBEXmBRxspeh5,melodic rap; pluggnb; rap; trap,trap,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6IRdLKIyS4p7XNiP8r6rsx,art pop; electropop; pop,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16pwlVsypm4aDKMhXdOuXg,pop; pop rock,rock,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5imShWWzwqfAJ9gXFpGAQh,neo mellow; pop rock; singer-songwriter,rock,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1GPRmRcadnmINbJlutkseu,chillhop; lo-fi beats; lo-fi beats,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34TiQsddaGhd8lmzJfxSzH,chicago rap; rap,rap,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0XS0OGv7EeH6cj0zCKZnkw,danish hip hop; danish pop; danish hip hop; danish pop,hip hop,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7CtFr21TzdM4ntuBkwzpxg,brega funk; funk carioca,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0Ji2g9AlYLVHAMG5PJoHPU,dance pop; electropop; pop; post-teen pop,teen pop,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2AvkunpNZDK9VwlP3IVS0i,other,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5voKHxbIqgBU7fZMX8Lu0T,detroit hip hop; hip hop; rap,hip hop,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6lfSsCL894Qw15xbt7cSUy,desi hip hop; desi pop; filmi; modern bollywood; desi hip hop; desi pop; filmi; modern bollywood,modern,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
323bMKFBvCrQ7YSrdCps3W,alternative metal; emo; pop punk; screamo,alternative,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1PJ1BbGaVmLogYicLKoZix,turkish hip hop; turkish trap; turkish trap pop,trap,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5U2m76qAMdr3gXI0g6ptlG,dance pop; pop; post-teen pop,teen pop,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
5LBLaN3ZNFAPbY7B2WtbcP,turkish pop,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06Pvy98db25O7wlfFFFIRM,k-pop; k-pop girl group,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32wLuTx53Mr5TQpyCZnrbd,dembow,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4akm5q8AyAdbYPN2s7jxhY,latin; latin pop; pop venezolano; reggaeton,reggaeton,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1IG8HWAvN6CIEpScisLhQX,funk; funk rock; jam band; modern funk; new orleans funk; funk; jazz trombone; modern funk; new orleans funk,modern,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1OqbX2MZ6ZzWP7HjMHbdkp,liverpool indie; modern alternative rock; modern rock; rock,modern,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
7m47Go71qTMBs4kTH7U8F8,hip hop; ohio hip hop; rap; alternative dance; indie rock; indietronica; modern rock; rock; alternative dance; electronica; indietronica; new rave; dance pop; edm; electro house; pop dance; pop rap; tropical house,modern,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0
2G1tXoGBaEMJ7FKGnkf6ud,atl hip hop; dirty south rap; gangster rap; hip hop; pop rap; rap; southern hip hop; trap; dance pop; pop; florida rap; hip hop; melodic rap; miami hip hop; rap; trap,pop rap,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7FGq80cy8juXBCD2nrqdWU,electropop; pop; pop rap; dance pop; electropop; etherpop; indie poptimism; pop; pop; pop r&b,indie,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3oTB0j7PKUvKlhGgCPITbp,turkish hip hop; turkish trap; turkish trap pop; turkish hip hop; turkish trap pop,trap,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1FvnH3avKvSZRqNM7yCoRc,orlando indie,indie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7uyaEum6HAl1oFgpj0KzXJ,electropop; indie pop; indie poptimism; indie rock; indietronica; la indie; modern alternative rock; modern rock; rock,modern,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
64yajM6CxtLghmgB53VeXT,anime rock; j-pop; j-rock,rock,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Vi5XqYrmQgOYBajMWSvCi,dance pop; pop,dance pop,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7ISfKtbXfEsiVKbWqHtUF0,egyptian alternative; egyptian pop; arab pop; egyptian pop,alternative,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34YfLWuoxLEcvJQNxdI9P2,opm,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2g2F0ZCF7aMgrLfXsAgtrs,bass house; edm; electro house; house; melbourne bounce; pop dance; progressive house; funky tech house; italian tech house,edm,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4UPcXTh26ilb7owtuyHqNI,canadian pop; candy pop; dance pop; pop; post-teen pop,teen pop,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
6LnGwyHtgWPiogv6tB9TqI,axe; funk carioca; mpb; pagode; pop nacional; sertanejo; sertanejo pop; sertanejo universitario,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2hHLbkatPwOOmrNxTiD41L,canadian pop; dance pop; electropop; indie poptimism; pop; post-teen pop,teen pop,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
2qoGS6iKkE7A3gPnfMcfMb,thai indie pop,indie,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12KENAKQY5JvAsRURN7TzB,german hip hop,hip hop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
059bcIhyc2SBwm6sw2AZzd,colombian pop; latin; latin pop; reggaeton; reggaeton colombiano; trap latino; latin; reggaeton; trap latino; trap venezolano; venezuelan hip hop,trap latino,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1c1sdxrYLIiuJOlE7PPttb,edm; pop; pop dance; tropical house; german pop,edm,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2QQuKHdhPoAJchgY0HPw96,dance pop; miami hip hop; pop; pop rap; dance pop; electropop; pop; post-teen pop,teen pop,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
1mXuMM6zjPgjL4asbBsgnt,dance pop; pop; post-teen pop,teen pop,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3xKsf9qdS1CyvXSMEid6g8,alternative r&b; hip hop; lgbtq+ hip hop; neo soul; pop,alternative,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6rQvEE7Jvkdwnn8RroMs15,british singer-songwriter; folk-pop; indie folk; neo mellow; pop rock; stomp and holler,indie,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2Inz7gGPGgieN0CTw9TOOs,neo mellow; pop; pop rock; tropical house; uk pop,house,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4AMNoX4gzC25M4I00poxI2,latin arena pop; musica canaria; rock en espanol; spanish pop,latin,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3r4FxCY7l9Y5DvfrHfZUpm,adoracao; mpb gospel; adoracao; brazilian gospel,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4oBtddufmrWzDPpW7jnACo,classic soundtrack; orchestral soundtrack; scorecore; soundtrack,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1m4nj2HR88dY4hleKc71qn,arabesk; deep turkish pop; turkish pop; turkish trap pop,trap,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5E5MqaS6eOsbaJibl3YeMZ,dance pop; pop; uk pop,dance pop,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0y1QJc3SJVPKJ1OvFmFqe6,icelandic indie; icelandic rock; modern alternative rock; modern rock,modern,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1qtmO3AkZ2OBrPaxnaKnS6,russian hip hop; russian trap,trap,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56eGOeSsqdg3FLxdo83TwV,contemporary country; country; country road; modern country rock,modern,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
6o8ogTrSX8H0F66Pdz3Tsc,latin; latin pop; mexican pop; reggaeton; reggaeton mexicano; trap latino; colombian hip hop; dominican pop; latin; latin pop; reggaeton; reggaeton colombiano; trap latino,trap latino,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0dbzWSYpMcRtwjI1S7Pkql,contemporary country; country; country road,contemporary,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0CJG8Ea1rkwW0CQ5U9f5Tm,contemporary country; country; country road; country rock,contemporary,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5amWhhuMPipfRYq3eLJNyF,german hip hop,hip hop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4vv1KjUzPwrtDbozizSfQc,dance pop; hip hop; miami hip hop; pop; pop rap; rap; southern hip hop; trap; dance pop; edm; electro house; house; pop; pop dance; pop rap; progressive house; uk dance; rap; slap house; chicago rap; dance pop; pop; pop rap; r&b; southern hip hop; trap; urban contemporary,edm,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2UAWYufVaO3EnUUNzl0ppO,argentine indie; trap argentino,indie,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1CKIgidUyOu2MjDwcd4xVd,opm; post-teen pop; viral pop,teen pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3kxfsdsCpFgN412fpnW85Y,atl hip hop; hip hop; pop; rap,hip hop,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1D3ODoXHBLpdxolZRHWV1j,dance pop; edm; pop; pop dance; tropical house; uk dance; dance pop; edm; pop; pop dance; post-teen pop; tropical house; uk contemporary r&b; uk dance; uk pop,teen pop,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1
6RnkFd8Fqqgk1Uni8RgqCQ,big room; dance pop; edm; pop; pop dance; pop rap; dance pop; dutch edm; edm; electro house; pop; pop dance; progressive house; tropical house,edm,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
4XE98WRGbBGRZ7jQ9wIwFt,dance pop; pop,dance pop,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4h33XvHewwyYqvYO2gE1hp,classic hardstyle; euphoric hardstyle; hardstyle; rawstyle,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5gs93X7NfEPFTdlcJVS4iO,english indie rock,indie,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1FejelrM94Ik1mlI64Ofpb,art pop; chamber pop; electropop; etherpop; indie pop,indie,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2ruFSNVfeUgYdbo1Nhm8PI,contemporary country; country; country road,contemporary,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1CnPYaKxTVb4LWOtiGOm0m,pop rap,pop rap,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4Pbg79cTBu4vgSphoyNq3j,dance pop; pop; pop dance; post-teen pop; tropical house; uk pop,teen pop,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
429kanJEBTPrcTKYBT8yPq,italian adult pop; italian indie pop; italian pop; rap napoletano; rome indie,indie,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7M205mUumrMde7PCaKN4lR,smutny rap; smutny rap,rap,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6FZDfxM3a3UCqtzo5pxSLZ,dance pop; electropop; etherpop; indie poptimism; pop,indie,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3SgnYOV9ONL0bIHaAcOYE1,french hip hop; old school rap francais; rap conscient; cuban alternative; etherpop,alternative,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4LmoG8VPVL0qGj1dM6qQjf,pop; r&b; soul,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0Wv5wuenRLI3BcwgT3HPIP,dance pop; edm; electronic trap; pop; pop dance; pop rap; dance pop; electropop; pop,edm,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6Jf8Y84YSdqeJfEPDJFEZu,swedish pop,pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0XvWTq43VMIxNAsUZHV8Hb,other,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02IJFWVjLSM811RsySQusA,spanish pop; spanish pop rock; latin; latin arena pop; latin pop; mexican pop,latin,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ICse7t8MB60EFk6o9aUyw,dance pop; pop,dance pop,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Kef862HDQdZQaXpxNtHuv,hip pop; pop rap; trap queen; dance pop; pop; pop rap; r&b; rap; dance pop; hip hop; pop; pop rap; r&b; rap; southern hip hop; urban contemporary,contemporary,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0GFrsjXLvK5l6Xx1o6a3RN,dance pop; pop; viral pop,dance pop,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6MiVIH3fQlmz44jGx2DXn4,indie poptimism; modern rock; pop,modern,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4Yf5bqU3NK4kNOypcrLYwU,alternative metal; nu metal; post-grunge; rap metal,alternative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
